Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
,,"If a keyfile is provided, copy the gpg keyfile to the key location",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add ceph apt-keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add ceph repo(s),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Apt cache,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/designate/tasks/bootstrap_service.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Running Designate bootstrap container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible-internal/blob/master/playbooks/roles/contrail/agent/tasks/cni.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Make sure cni config directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create cni config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/plone/ansible-playbook/blob/master/roles/fail2ban/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Check fail2ban jail for [sshd],#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure jail.d directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Local config in jail.d/customization.local""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CenterForOpenScience/cos-ansible-base/blob/master/roles/docker-osf/tasks/adminserver.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure docker osf adminserver directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure docker osf adminserver data directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker osf adminserver configuration settings,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart docker osf adminserver container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run docker osf adminserver container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/StackStorm/ansible-st2/blob/master/roles/StackStorm.rabbitmq/tasks/rabbitmq_redhat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Setup rabbitmy/erlang repo from packagecloud for RH,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup rabbit repo from packagecloud for RH,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install latest erlang package on {{ ansible_facts.distribution }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install pinned erlang package on {{ ansible_facts.distribution }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/roles/ad_hoc_reporting/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,install system packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add the mongodb signing key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add the mongodb repo to the sources list,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install mongo shell,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install mongo shell,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install python packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Get the AWS rds ca certificate to connect db using SSL,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install common mysql replica scripts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install common rds iam replica scripts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install read_only user mongodb replica scripts,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,install single user access mongodb replica scripts,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,install a global mongorc.js,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/trailofbits/algo/blob/master/roles/cloud-vultr/tasks/main.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,Include prompts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Duffney/becomeansible/blob/master/chapter-08/nonGalaxy/chocolateyBusiness/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,register windows temp env var,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,register windows programdata env var,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy ChocolateyInstall.ps1,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install chocolatey,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create license directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy chocolatey business license,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy licensed extension,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,upgrade chocolatey to business,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/IBM-Security/isam-ansible-roles/blob/master/set_network_ipv4_dhcp/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Snapshot Appliance as Backup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update DHCP for Interface {{ set_network_ipv4_dhcp_label }},#,#,#,#,#,#,#,#,#,#,#,#,1,0
https://github.com/tenhishadow/pve_on_debian/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,do init checks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set hostname for the system,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,refresh facts because hostname has been changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,modify /etc/hosts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add pve repository key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,add pve-no-subscription repo,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,update system,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install proxmox packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,remove excess packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,search for standard kernels,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,remove standard kernels if presented,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,configure network from template,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,remove enterprise repo,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/dev_setup/playbooks/roles/pipeline/tasks/check_builds.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,{{ container_config_name }} :: Wait for {{ container_config_name }} to be built and marked with latest tag,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Modify tags on images,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/network/tasks/hosts.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Hosts > File,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/GROG/ansible-role-package/blob/master/tasks/package-brew.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Brew,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/elasticluster/elasticluster/blob/master/elasticluster/share/playbooks/roles/kubernetes-apps/tasks/helm.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get Helm.sh script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy Helm,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Google Stable repo,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update Helm Repositories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-roles/blob/master/roles/glusterfs/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install,#,#,#,#,#,#,#,#,#,#,0,0,0,0
,,Services,#,#,#,#,#,#,#,#,#,#,0,0,0,0
,,Volumes,#,#,#,#,#,#,#,#,#,#,0,0,0,0
https://github.com/openstack/openstack-ansible-ops/blob/master/elk_metrics_7x/roles/elastic_repositories/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Gather variables for each operating system,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install repo disto packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/freeipa/ansible-freeipa/blob/master/tests/pytests/dnszone/playbooks/dnszone_disable.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Playbook to ensure the DNS zones disabled,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure DNS zone is disabled,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/atosatto/ansible-dockerswarm/blob/master/tasks/setup-python-pip.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install epel-release,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install python-pip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/folio-org/folio-ansible/blob/master/roles/ebsco-rmapi-config/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Login as {{ admin_user.username }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure RM API credentials,#,#,#,#,#,#,#,#,#,#,#,#,1,0
https://github.com/redhat-openstack/ansible-nfv/blob/master/roles/generate_tht_templates/tasks/functions.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Generate DPDK config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate SRIOV config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/bdellegrazie/ansible-role-ca-certificates/blob/master/tasks/ca_certificates-trusted.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install trusted CA Certificates,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install remote trusted CA Certificates,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/pagure/frontend/tasks/main.yml,,,0,1,1,1,0,0,0,0,0,0,#,#,#,#
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Initialize postgres if necessary,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Put in robots.txt,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Create the ""git"" user",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create the /attachments folder,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create all the directories where we store the git repos,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create the /srv/tmp folder where to clone repos,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create the `paguremirroring` group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create the `paguremirroring` user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add the /etc/aliases file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install pagure_ev service definition,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install stunnel service definition,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure old stunnel init file is gone,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make a bundle file of the cert and intermediate for stunnel,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make a bundle file of the cert and intermediate for stunnel (stg),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install stunnel.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add the different service files for the different services,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create the folders used for releases and archives,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy sundry pagure configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the repoSpanner cert directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy repoSpanner certs and keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create the database scheme,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install the SSL cert so that we can use https,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install the configuration file to activate https,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install the wsgi file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,let repospanner read the pagure config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,let paguremirroring read the pagure config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add default facl so apache can read git repos,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Manually fix current default ACLs since Ansible doesnt know recursive acls,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Manually fix current ACLs since Ansible doesnt know recursive acls,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,check the selinux context of the git repo directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set the SELinux policy for the distgit root directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,check the selinux context of the releases directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set the SELinux policy for the releases directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy over our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install our custom selinux module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set sebooleans so pagure can talk to the network (db + redis),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,set sebooleans so apache can send emails,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Start and enable httpd, postfix, pagure_milter",#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,setup logrotate to our needs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add SAR script for pagure,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,override the default syslog logrotate file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Letsencrypt for releases.stg.pagure.org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Letsencrypt for docs.stg.pagure.org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Letsencrypt for stg.pagure.org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Letsencrypt for stg.pagure.io,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Letsencrypt for pagure.org,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-ops/blob/master/leap-upgrades/upgrade-utilities-kilo/playbooks/user-secrets-adjustments-kilo.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,User secrets adjustments,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Read example user secrets file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add missing secret,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate new secrets,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-quickstart-extras/blob/master/playbooks/multinode-undercloud-minion.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Collect output from undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Copy output files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Write output from undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Reading and setting undercloud facts from gather-outputs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,write output files to old consistent location,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create new consistent location,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,write output files to new consistent location,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Setup the undercloud minion,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Include atop setup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set container update fact from undercloud,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include repo-setup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include package installs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update built packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Deploy the undercloud minion,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,Validate minion,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/IBM/community-automation/blob/master/ansible/roles/http_start/tasks/http_start.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,start httpd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,starthttpdOutput,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start adminctl,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,startadminctlOutput,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check server-status,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-ansible/blob/master/tripleo_ansible/roles/tripleo_container_manage/tasks/create.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""Create containers managed by Podman for {{ tripleo_container_manage_config }}""",#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Check if /etc/sysconfig/podman_drop_in exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set podman_drop_in fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Manage container systemd services and cleanup old systemd healthchecks for {{ tripleo_container_manage_config }}""",#,#,#,#,#,#,#,#,#,#,#,#,0,1
https://github.com/openedx/configuration/blob/master/playbooks/license_manager.yml,,,0,1,1,0,0,0,0,0,0,0,#,#,#,#
,Deploy edX License Manager,,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/trustedanalytics/platform-ansible/blob/master/roles/common/tasks/iptables.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Don't unload IPTables modules on restart and stop,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable IPTables service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/shadow-robot/aurora/blob/master/ansible/roles/products/common/web-gui-icon/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Copy desktop icon,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create executable launch script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create desktop icon,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make Desktop icon trusted,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/splunk/splunk-ansible/blob/master/roles/splunk_common/tasks/set_general_symmkey_password.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set general pass4SymmKey,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-os_octavia/blob/master/tasks/octavia_pre_install.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create the system group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create the octavia system user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create octavia dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/weareinteractive/ansible-php5-newrelic/blob/master/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Checking for key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/clusterinthecloud/ansible/blob/master/roles/packages/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,yum install packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/avinetworks/ansible-role-aviconfig/blob/master/tasks/stringgroup.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,yum install packages,#,#,#,#,#,#,#,#,#,#,#,#,1,0
https://github.com/debops/debops/blob/master/ansible/roles/owncloud/tasks/main_env.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure the custom nginx client body temp directory does exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure the custom temp directories are setup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Make sure that Ansible local facts directory is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Save ownCloud local facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts if they were modified,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/cloudera/cloudera-playbook/blob/master/roles/scm/tasks/cms.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Wait for agent heartbeats,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Setup the Cloudera Management Services (CMS),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Start Cloudera Management Services (CMS),#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/stackhpc/ansible-role-os-images/blob/master/tasks/images.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Include OS family-specific variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure required packages are installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure diskimage-builder SELinux dependencies are installed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure download cache dir exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove old images for force rebuild,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove old images for force rebuild,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate per-image cache directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install a suitable version of diskimage-builder,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Git clone any additional image element repos,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set a fact containing paths to DIB elements,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Incorporate git-sourced DIB elements,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set a fact containing the default DIB environment,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate diskimage-builder images,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fail if any images failed to build,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/tungstenfabric/tf-ansible-deployer/blob/master/playbooks/contrail_destroy.yml,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,create container host group for Contrail destroyer,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Expose instances,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Expose global configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Expose remote_locations configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Expose provider config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,Apply role destroy to Contrail,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/gluster/server/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install needed packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make the datadir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,make the datapath,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy over the server config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,glusterd service,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/fedora-web/alt/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Copy in the sync-alt cronjob,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy some config files for {{website}},#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/PowerDNS/pdns_recursor-ansible/blob/master/tasks/configure.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Ensure that the PowerDNS Recursor configuration directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate the PowerDNS Recursor configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure that the PowerDNS Recursor 'include-dir' directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate the PowerDNS Recursor Lua config-file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Generate PowerDNS Recursor Lua dns-script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart PowerDNS Recursor,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Juniper/contrail-ansible/blob/master/kolla-ansible/ansible/roles/ceilometer/tasks/precheck.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get container facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Checking free port for Ceilometer API,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Checking mongodb backend for ceilometer,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/kubernetes-sigs/kubespray/blob/master/contrib/network-storage/heketi/roles/provision/tasks/storage.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,"""Kubernetes Apps | Lay Down Heketi Storage""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"""Kubernetes Apps | Install and configure Heketi Storage""",#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CentOS-PaaS-SIG/linchpin/blob/master/linchpin/provision/roles/beaker/tasks/main.yml,,,0,0,0,0,1,0,0,0,0,0,#,#,#,#
,,allocate beaker outputs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Initiating Provision of beaker resource group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Initiating Teardown of beaker resource group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CenterForOpenScience/cos-ansible-base/blob/master/roles/skel/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set /etc/skel/.bashrc,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/redhat-openstack/ansible-role-tripleo-image-build/blob/master/tasks/convert_undercloud.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Get the undercloud base image,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Resize undercloud image (create target image),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Resize undercloud image (call virt-resize),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Resize undercloud image (rename resized image),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template script to convert overcloud image to undercloud,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Convert the overcloud image to an undercloud image,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openedx/configuration/blob/master/playbooks/roles/antivirus/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,install antivirus system packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create antivirus scanner user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create antivirus edx directories,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure the clamav.log file exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install antivirus s3 scanner script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install antivirus s3 scanner cronjob,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install antivirus server scanner script,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install antivirus server scanner cronjob,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/IBM-Security/isam-ansible-roles/blob/master/aac/create_api_protection_clients/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Create api protection client,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/nexcess/ansible-playbook-cloudhost/blob/master/playbooks/tasks/import-rename.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Create a Work Directory if Renaming,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Untar Backup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Does the Content Dir Exist?,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Rename Content Dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
